"p_id","program","comments","date_added","url","status","term","us_or_international","gpa","gre","gre_v","gre_aw","degree"
3995,"Boston University, Systems Engineering","Rejected for PhD, admitted to MS","2025-03-25","https://www.thegradcafe.com/result/982038","Rejected on 24 Mar","Fall 2025","International","3.5","335",NULL,NULL,"PhD"
3996,"University of California (UCLA), Mechanical And Aerospace Engineering","All of a sudden, Admission Portal status was changed. After that, I logged in myUCLA website and found my admission notification.","2025-03-25","https://www.thegradcafe.com/result/982037","Accepted on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
3997,"Purdue University, Chemistry","NA","2025-03-25","https://www.thegradcafe.com/result/982036","Accepted on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
3998,"Columbia University, MPA","Unnfortunately no funding","2025-03-25","https://www.thegradcafe.com/result/982035","Accepted on 18 Mar","Fall 2025","International","3.2",NULL,NULL,NULL,"Masters"
3999,"Northeastern University, Population Health Sciences","both my bachelor and master from NEU lol","2025-03-25","https://www.thegradcafe.com/result/982034","Rejected on 21 Mar","Fall 2025","International","3.7",NULL,NULL,NULL,"PhD"
4000,"Montana State University, Physics","NA","2025-03-25","https://www.thegradcafe.com/result/982033","Accepted on 11 Feb","Fall 2025","American","3.35",NULL,NULL,NULL,"PhD"
4001,"UC San Diego (UCSD), Mechanical And Aerospace Engineering","NA","2025-03-25","https://www.thegradcafe.com/result/982032","Accepted on 25 Mar","Fall 2025","International","3.7","323","156","4","Masters"
4002,"University of Oklahoma, Chemical Engineering","I had an interview with 2 faculty members. that interview was a disaster. i felt like i was doing an exam for college. they asked me to explain how XRD and NMR machines work, an example of polymerization reaction, what the type of biodegradation happens to poly(lactic acid). I confess I wasn't expecting an interview like this. I was extremely nervous. If they asked me my name at that moment, probably I wouldn't know either. Anyways... A complete disaster. I received a notification to check the portal. Thank God this school was not my top choice. Wish ya'll who were accepted luck!","2025-03-25","https://www.thegradcafe.com/result/982031","Rejected on 24 Mar","Fall 2025","International","3.2","287",NULL,NULL,"PhD"
4003,"University of Southern California, Economics","NA","2025-03-25","https://www.thegradcafe.com/result/982030","Wait listed on 25 Mar","Fall 2025","International","4","168",NULL,NULL,"PhD"
4004,"Kansas State University, Mechanical Engineering","NA","2025-03-25","https://www.thegradcafe.com/result/982029","Rejected on 24 Mar","Fall 2025","International","3.35",NULL,NULL,NULL,"PhD"
4005,"Penn State University, Mechanical Engineering","UG (3.80), MS (4.0), Publications-7, No GRE/TOEFL","2025-03-25","https://www.thegradcafe.com/result/982028","Accepted on 24 Mar","Fall 2025","International","3.8",NULL,NULL,NULL,"PhD"
4006,"University of Wisconsin - Madison, Computer Science","CS PMP (professional master program) in UWM, undergraduate GPA is 3.54/4.3, studying for the first graduate degree in communication area, no paper, two internship experiences.","2025-03-25","https://www.thegradcafe.com/result/982027","Rejected on 24 Mar","Fall 2025","International","3.57",NULL,NULL,NULL,"Masters"
4007,"University of Delaware, Computer Science","NA","2025-03-25","https://www.thegradcafe.com/result/982026","Accepted on 24 Mar","Fall 2025","International","3.3",NULL,NULL,NULL,"Masters"
4008,"University of California, Irvine, Computer Science","NA","2025-03-25","https://www.thegradcafe.com/result/982025","Rejected on 18 Mar","Fall 2025","International","3.44","317","154","9","Masters"
4009,"University of Washington, Physics","Emailed to check the portal.","2025-03-25","https://www.thegradcafe.com/result/982024","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4010,"Johns Hopkins University, Environmental Health","really unsure how this is going to go but hopingggg for a spot to open up…..","2025-03-25","https://www.thegradcafe.com/result/982023","Wait listed on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4011,"University of Washington, Physics","Email to check portal. Had received > 1000 apps, never expected them to be so competitive. Positive reply from  a Prof. during app process. Another 90$ goes to sea.","2025-03-25","https://www.thegradcafe.com/result/982022","Rejected on 25 Mar","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
4012,"University of Washington, Physics","NA","2025-03-25","https://www.thegradcafe.com/result/982021","Rejected on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4013,"University of Oxford, Social Anthropology","NA","2025-03-25","https://www.thegradcafe.com/result/982020","Accepted on 24 Mar","Fall 2025","International","3.83",NULL,NULL,NULL,"Masters"
4014,"University of California (UCSC), Biomolecular Engineering and Bioinformatics (BMEB)","NA","2025-03-25","https://www.thegradcafe.com/result/982019","Rejected on 25 Mar","Fall 2025","American","3.86",NULL,NULL,NULL,"Masters"
4015,"Arizona State University, Economics","NA","2025-03-25","https://www.thegradcafe.com/result/982018","Wait listed on 18 Mar","Fall 2025","International","3.88",NULL,NULL,NULL,"PhD"
4016,"CUNY, Economics","Accepted with the Graduate Center Fellowship. I will wait for other results.","2025-03-25","https://www.thegradcafe.com/result/982017","Accepted on 20 Mar","Fall 2025","International","3.88",NULL,NULL,NULL,"PhD"
4017,"The University of Texas at Austin, Mechanical Engineering","NA","2025-03-25","https://www.thegradcafe.com/result/982016","Rejected on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4018,"University of Toronto, Biostatistics","NA","2025-03-25","https://www.thegradcafe.com/result/982015","Accepted on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4019,"University of Southern California, Chemistry","NA","2025-03-25","https://www.thegradcafe.com/result/982014","Rejected on 22 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4020,"Penn State University, Physics","Ignore waitlist. Has anyone heard from Penn State, NYU or UT Austin? Emailed them but no one responded. I see some offers in early Feb posted on gradcafe but no rejections so far.","2025-03-25","https://www.thegradcafe.com/result/982013","Wait listed on 25 Mar","Fall 2025","International","3.5",NULL,NULL,NULL,"PhD"
4021,"University of Toronto, Information","NA","2025-03-25","https://www.thegradcafe.com/result/982011","Accepted on 24 Mar","Fall 2025","International","3.4",NULL,NULL,NULL,"Masters"
4022,"Carnegie Mellon University, Program In Neural Computation","A number of other students have been put on a waitlist or are currently on hold. To allow us time to recruit additional waitlisted candidates, if necessary, we ask that you let us know of your decision to join our program by Monday March 24.","2025-03-25","https://www.thegradcafe.com/result/982010","Accepted on 13 Mar","Fall 2025","International","3.7",NULL,NULL,NULL,"PhD"
4023,"University of British Columbia, Urban Planning","NA","2025-03-25","https://www.thegradcafe.com/result/982009","Rejected on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4024,"McGill University, Urban Planning","NA","2025-03-25","https://www.thegradcafe.com/result/982008","Rejected on 26 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4025,"University of Waterloo, Urban Planning","NA","2025-03-25","https://www.thegradcafe.com/result/982007","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4026,"Queens University, Urban Planning","NA","2025-03-25","https://www.thegradcafe.com/result/982006","Accepted on 5 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4027,"New York University, Urban Planning","NA","2025-03-25","https://www.thegradcafe.com/result/982005","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4028,"PennState, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/982004","Rejected on 24 Mar","Fall 2025","International","3.9",NULL,NULL,NULL,"PhD"
4029,"Yale University, Sculpture","no interview","2025-03-24","https://www.thegradcafe.com/result/982003","Rejected on 5 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4030,"Art Center College of Design, Fine Art","NA","2025-03-24","https://www.thegradcafe.com/result/982002","Accepted on 13 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4031,"California Institute of the Arts, Art and Technology","NA","2025-03-24","https://www.thegradcafe.com/result/982001","Accepted on 12 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4032,"University of California, Berkeley, Studio Art","NA","2025-03-24","https://www.thegradcafe.com/result/982000","Rejected on 1 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4033,"University of California (UCSB), MAT","no interview","2025-03-24","https://www.thegradcafe.com/result/981999","Accepted on 1 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4034,"University of Southern California, Fine Art","NA","2025-03-24","https://www.thegradcafe.com/result/981998","Accepted on 22 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4035,"School of the Art Institute of Chicago (SAIC), Art and Technology / Sound Practices","NA","2025-03-24","https://www.thegradcafe.com/result/981997","Accepted on 28 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4036,"Otis College of Art and Design, Fine Art","NA","2025-03-24","https://www.thegradcafe.com/result/981996","Accepted on 27 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4037,"Massachusetts Institute of Technology (MIT), SMACT","NA","2025-03-24","https://www.thegradcafe.com/result/981995","Wait listed on 5 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4038,"University of California (UCLA), Design and Media Art","NA","2025-03-24","https://www.thegradcafe.com/result/981994","Accepted on 22 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"MFA"
4039,"Lancaster University, International Relations","Conditional offer.","2025-03-24","https://www.thegradcafe.com/result/981993","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4040,"University of Toronto, Biostatistics","NA","2025-03-24","https://www.thegradcafe.com/result/981992","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4041,"University of Toronto, Public Health","MPH: Epidemiology. International student doing undergrad at UofT. Got a Recommendation for Offer of Admission email from Dalla Lana School of Public Health this morning","2025-03-24","https://www.thegradcafe.com/result/981991","Accepted on 24 Mar","Fall 2025","International","3.95",NULL,NULL,NULL,"Masters"
4042,"Yale University, Spanish and Portuguese","NA","2025-03-24","https://www.thegradcafe.com/result/981990","Rejected on 26 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4043,"University of California (UCLA), Spanish and Portuguese","NA","2025-03-24","https://www.thegradcafe.com/result/981989","Accepted on 14 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4044,"Stanford University, Symbolic Systems","Cog Sci+CS major, 3.95+ GPA, with Honor Thesis + 5 publication (3 second author, 1 first author, 1 fifth but undertook a lot) across HCI/Cog Psych","2025-03-24","https://www.thegradcafe.com/result/981988","Accepted on 21 Mar","Fall 2025","International","3.95",NULL,NULL,NULL,"Masters"
4045,"Carnegie Mellon University, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981987","Rejected on 14 Mar","Fall 2025","American","3.86",NULL,NULL,NULL,"Masters"
4046,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981986","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4047,"University of California (UCLA), Philosophy","only allowed to give out 5 offers. not optimistic. 0a/2w/14r/0p","2025-03-24","https://www.thegradcafe.com/result/981985","Wait listed on 24 Mar","Fall 2025","American","3.77",NULL,NULL,NULL,"PhD"
4048,"Wake Forest University, Clinical Mental Health Counseling","I was notified over email that I'd receive a phone call","2025-03-24","https://www.thegradcafe.com/result/981984","Accepted on 24 Mar","Fall 2025","American","3.98",NULL,NULL,NULL,"Masters"
4049,"Pennsylvania State University, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981983","Rejected on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4050,"University of Washington, Physics","lmaooo rip","2025-03-24","https://www.thegradcafe.com/result/981982","Rejected on 24 Mar","Fall 2025","American","3.8",NULL,NULL,NULL,"PhD"
4051,"University of Montana, Speech Language Pathology","NA","2025-03-24","https://www.thegradcafe.com/result/981981","Accepted on 14 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4052,"Columbia University, Playwriting","NA","2025-03-24","https://www.thegradcafe.com/result/981980","Wait listed on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
4053,"Indiana University, Industrial Organizational Psychology","Accepted off of waitlist.","2025-03-24","https://www.thegradcafe.com/result/981979","Wait listed on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4054,"University of Washington, Physics","Email to check portal.","2025-03-24","https://www.thegradcafe.com/result/981978","Rejected on 24 Mar","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
4055,"University of British Columbia, Geography","They have already sent out all acceptances. Official rejections go out next month.","2025-03-24","https://www.thegradcafe.com/result/981977","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4056,"University of Massachusetts Amherst, Cell and Molecular Biology","NA","2025-03-24","https://www.thegradcafe.com/result/981976","Accepted on 13 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4057,"Ludwig Maximilian University of Munich (LMU), Economics","NA","2025-03-24","https://www.thegradcafe.com/result/981975","Wait listed on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4058,"University of Illinois Urbana-Champaign, Electrical And Computer Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981974","Accepted on 24 Mar","Fall 2025","International","3.75","333","166","5","Masters"
4059,"Brown University, Chemistry","What can I say...","2025-03-24","https://www.thegradcafe.com/result/981973","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4060,"Columbia University, Decision, Risk, and Operations (DRO)","Ignore Status. Does any know how many candidates got interviewed / offered?","2025-03-24","https://www.thegradcafe.com/result/981972","Wait listed on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4061,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981971","Rejected on 24 Mar","Fall 2025","American","3.93",NULL,NULL,NULL,"PhD"
4062,"KU Leuven, Philosophy","NA","2025-03-24","https://www.thegradcafe.com/result/981970","Accepted on 20 Mar","Fall 2025","International","3.8",NULL,NULL,NULL,"Masters"
4063,"Eastern Michigan University, Clinical Mental Health Counseling","NA","2025-03-24","https://www.thegradcafe.com/result/981969","Accepted on 24 Mar","Fall 2025","American","3.7",NULL,NULL,NULL,"Masters"
4064,"University of British Columbia, Music Composition","NA","2025-03-24","https://www.thegradcafe.com/result/981968","Rejected on 24 Mar","Fall 2025","International","3.99",NULL,NULL,NULL,"PhD"
4065,"University of Oxford, Geography","I had an MSc from a top UK university and had calls with my potential supervisors before submitting my application. They were excited about my project, and I had high hopes. I am grateful to have gotten in. I'll have to choose between this and an American PhD offer (with better funding). Also nominated for a scholarship at Oxford, waiting to see the funding I get ????????.","2025-03-24","https://www.thegradcafe.com/result/981967","Accepted on 19 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4066,"University of Alberta, Music Composition","They ere offering $25K (without a tuition waver) this year.","2025-03-24","https://www.thegradcafe.com/result/981966","Rejected on 24 Mar","Fall 2025","International","3.99",NULL,NULL,NULL,"PhD"
4067,"University of Colorado Boulder, Electrical And Computer Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981965","Accepted on 25 Mar","Fall 2025","International","3",NULL,NULL,NULL,"Masters"
4068,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981964","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4069,"Hunter College, Creative Writing","Applied last cycle and was rejected. So pretty stoked I got in this cycle. 5a/2w/4r","2025-03-24","https://www.thegradcafe.com/result/981963","Accepted on 14 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
4070,"Fairleigh Dickinson University, Forensic Psychology","NA","2025-03-24","https://www.thegradcafe.com/result/981962","Accepted on 22 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4071,"Hunter College Silberman School Of Social Work, Social Work","Received an email inviting me to an interview. On their platform, there are no available times/dates (saw the email an hour after it was sent). Waiting to hear back from the admissions team on how to proceed, not worried about it though. Experience: 2 years employment in social work, 8 month clinical internship, a few research assistant positions, volunteer at hotline service.","2025-03-24","https://www.thegradcafe.com/result/981961","Accepted on 9 Apr","Fall 2025","American","3.74",NULL,NULL,NULL,"Masters"
4072,"Rochester Institute of Technology, Mathematical Modelling And Scientific Computing","Waitlisted for mathematical modeling PhD but accepted to the applied and computational mathematics MS.","2025-03-24","https://www.thegradcafe.com/result/981960","Wait listed on 24 Mar","Fall 2025","American","3.72",NULL,NULL,NULL,"PhD"
4073,"Massachusetts Institute of Technology (MIT), Architecture","BT Track","2025-03-24","https://www.thegradcafe.com/result/981959","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4074,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981958","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4075,"University of Maryland, Chemical And Biomolecular Engineering","If you've received an offer from UMD and aren't intending on going, please inform them!","2025-03-24","https://www.thegradcafe.com/result/981957","Wait listed on 12 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4076,"Columbia school of social work, Social Work","2 years employment in social work, 8 month clinical internship, a few research assistant positions, volunteer at hotline service. Would have declined admission if I was accepted as Columbia's recent actions, as seen in the news, do not align with my values.","2025-03-24","https://www.thegradcafe.com/result/981956","Rejected on 24 Mar","Fall 2025","American","3.74",NULL,NULL,NULL,"Masters"
4077,"Brandeis University, Physics","Generic mail","2025-03-24","https://www.thegradcafe.com/result/981955","Rejected on 25 Mar","Fall 2025","International","3.69",NULL,NULL,NULL,"PhD"
4078,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981953","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4079,"University of Washington, Physics","these guys were so non-communicative I almost forgot I applied","2025-03-24","https://www.thegradcafe.com/result/981952","Rejected on 24 Mar","Fall 2025","American","3.72",NULL,NULL,NULL,"PhD"
4080,"University of California (UCLA), Clinical Psychology","Email notification to check portal - not surprised :(","2025-03-24","https://www.thegradcafe.com/result/981951","Rejected on 20 Mar","Fall 2025","American","3.7",NULL,NULL,NULL,"PhD"
4081,"University of California, Santa Cruz, Computational Media","Received email to check status on Application portal.","2025-03-24","https://www.thegradcafe.com/result/981950","Rejected on 25 Mar","Fall 2025","International","3.52",NULL,NULL,NULL,"PhD"
4082,"University of Washington, Physics","generic email to check portal","2025-03-24","https://www.thegradcafe.com/result/981949","Rejected on 24 Mar","Fall 2025","International","3.95",NULL,NULL,NULL,"PhD"
4083,"Northern Illinois University, Economics","Ignore the waitlist - Has anyone received a result from NIU? Do you have any updates?","2025-03-24","https://www.thegradcafe.com/result/981948","Rejected on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4084,"Northeastern State University, Speech Language Pathology","NA","2025-03-24","https://www.thegradcafe.com/result/981947","Accepted on 14 Mar","Fall 2025","American","3.74","282",NULL,NULL,"Masters"
4085,"University of Minnesota, Computer Science","No GRE, TOEFL 88, 1 internship, 1 publication, 1 research assistantship","2025-03-24","https://www.thegradcafe.com/result/981946","Accepted on 25 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4086,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981945","Rejected on 24 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4087,"CUNY Hunter College, Mental Health Counseling","NA","2025-03-24","https://www.thegradcafe.com/result/981944","Accepted on 24 Mar","Fall 2025","American","3.7",NULL,NULL,NULL,"Masters"
4088,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981943","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4089,"New York University, International Relations","NA","2025-03-24","https://www.thegradcafe.com/result/981942","Accepted on 24 Mar","Fall 2025","American","3.5",NULL,NULL,NULL,"Masters"
4090,"Duke University, Liberal Studies","NA","2025-03-24","https://www.thegradcafe.com/result/981941","Accepted on 10 Mar","Fall 2025","American","3.5",NULL,NULL,NULL,"Masters"
4091,"University of Washington, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981940","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4092,"Brandeis University, Physics","NA","2025-03-24","https://www.thegradcafe.com/result/981939","Rejected on 25 Mar","Fall 2025","International","3.2",NULL,NULL,NULL,"PhD"
4093,"Tulan, Cell and Molecular Biology","Offered masters program.","2025-03-24","https://www.thegradcafe.com/result/981938","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4094,"Boston University, Business Analytics","NA","2025-03-24","https://www.thegradcafe.com/result/981937","Accepted on 10 Mar","Fall 2025","American","3.4",NULL,NULL,NULL,"Masters"
4095,"University of Massachusetts at Dartmouth, Engineering and Applied Sciences","Admitted but no funding yet","2025-03-24","https://www.thegradcafe.com/result/981936","Accepted on 27 Dec","Fall 2025","International","3.6",NULL,NULL,NULL,"PhD"
4096,"ETHZ - ETH Zurich, Computer Science","4.7/6 swiss gpa, got a bachelor from a swiss university","2025-03-24","https://www.thegradcafe.com/result/981935","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4097,"CUNY Hunter College, Mental Health Counseling","NA","2025-03-24","https://www.thegradcafe.com/result/981934","Accepted on 24 Mar","Fall 2025","American","3.89",NULL,NULL,NULL,"Masters"
4098,"Cornell University, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981933","Rejected on 24 Mar","Fall 2025","American","3.85",NULL,NULL,NULL,"Masters"
4099,"University of Toronto, Information","Domestic Student, UXD Concentration","2025-03-24","https://www.thegradcafe.com/result/981932","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4100,"University of Denver, Clinical Mental Health Counseling","NA","2025-03-24","https://www.thegradcafe.com/result/981931","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4101,"University of Kentucky, Creative Writing Poetry","NA","2025-03-24","https://www.thegradcafe.com/result/981930","Accepted on 10 Mar","Fall 2025","American","3.6",NULL,NULL,NULL,"MFA"
4102,"Virginia Commonwealth University, Creative Writing Poetry","NA","2025-03-24","https://www.thegradcafe.com/result/981929","Rejected on 24 Apr","Fall 2025","American","3.6",NULL,NULL,NULL,"MFA"
4103,"Harvard University, Education","NA","2025-03-24","https://www.thegradcafe.com/result/981928","Rejected on 9 Mar","Fall 2025","American","3.7",NULL,NULL,NULL,"PhD"
4104,"The University of Texas at Austin, Economics","NA","2025-03-24","https://www.thegradcafe.com/result/981927","Accepted on 24 Mar","Fall 2025","American","3.8","157","154","4","Masters"
4105,"University of Colorado Boulder, Philosophy","NA","2025-03-24","https://www.thegradcafe.com/result/981926","Wait listed on 24 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4106,"New York University, Philosophy","ignore status: did anyone see rejections on their nyu portal? I'm not seeing anything...","2025-03-24","https://www.thegradcafe.com/result/981925","Interview on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4107,"University of Denver, Counseling Psychology","NA","2025-03-24","https://www.thegradcafe.com/result/981924","Wait listed on 20 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4108,"New York University, Philosophy","ignore status: did others see rejection on nyu portal as well? I'm seeing nothing...","2025-03-24","https://www.thegradcafe.com/result/981923","Interview on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4109,"Michigan State University, Electrical And Computer Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981922","Accepted on 24 Mar","Fall 2025","American","3.1",NULL,NULL,NULL,"Masters"
4110,"City University of New York, Social Welfare","4.0 GPA for MSW. 3.9 GPA for MA in Criminal Justice. Application submitted 12/31/24, deadline was 01/01/25, and group interview was 02/06/25. Received offer 03/14/25 with full funding.","2025-03-24","https://www.thegradcafe.com/result/981921","Accepted on 24 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4111,"CUNY Hunter College, Mental Health Counseling","NA","2025-03-24","https://www.thegradcafe.com/result/981920","Accepted on 24 Mar","Fall 2025","American","3.89",NULL,NULL,NULL,"Masters"
4112,"McGill University, Music Technology","NA","2025-03-24","https://www.thegradcafe.com/result/981919","Rejected on 24 Mar","Fall 2025","International","3.65",NULL,NULL,NULL,"Masters"
4113,"University of Florida, Statistics","my first full funding offer!!","2025-03-24","https://www.thegradcafe.com/result/981918","Accepted on 24 Mar","Fall 2025","International","3.84",NULL,NULL,NULL,"PhD"
4114,"CUNY Queens College, Clinical Mental Health Counseling","Was not notified of the waitlist status through email. I had to look on the portal.","2025-03-24","https://www.thegradcafe.com/result/981917","Wait listed on 21 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4115,"University of Toronto, Information","UBC BMS grad","2025-03-24","https://www.thegradcafe.com/result/981916","Accepted on 20 Mar","Fall 2025","International","3.67",NULL,NULL,NULL,"Masters"
4116,"Austin Peay State University, Speech Language Pathology","NA","2025-03-24","https://www.thegradcafe.com/result/981915","Accepted on 24 Mar","Fall 2025","American","3.42",NULL,NULL,NULL,"Masters"
4117,"SUNY New Paltz, Mental Health Counseling","Interview on 3/24/25.","2025-03-24","https://www.thegradcafe.com/result/981914","Interview on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4118,"Tufts University, Mathematics","NA","2025-03-24","https://www.thegradcafe.com/result/981913","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4119,"McGill University, Music Theory","NA","2025-03-24","https://www.thegradcafe.com/result/981912","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4120,"Brown University, Chemistry","Already know the result at the end of January when I wrote to PI in interest. The professor told me they're shrinking a substantial amount of positions available. I actually had a great chat and informal meeting with two of the professors, and (at least in my opinion) got a great background fit into their program. Anyway... at leats I've got other schools.","2025-03-24","https://www.thegradcafe.com/result/981911","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4121,"Morgan State University, English","GPA is Masters. Letter does not mention funding, so I will be turning this one down. Hope it helps someone get in! 2a/0w/14r/4p","2025-03-24","https://www.thegradcafe.com/result/981910","Accepted on 24 Mar","Fall 2025","American","3.95",NULL,NULL,NULL,"PhD"
4122,"University of Arizona, Physics","ignore status. has anyone received the offer from uoa?  i didn't receive any email, no waitlist, no rejection. but there are rejections and waitlist on the gradcafe.","2025-03-24","https://www.thegradcafe.com/result/981909","Rejected on 27 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4123,"Morgan State University, English","so honored to get into an HBCU!! however, no mention of funding. GPA is Masters.  2a / 0w / 14r / 4p","2025-03-24","https://www.thegradcafe.com/result/981908","Accepted on 24 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4124,"University of Memphis, Earth Science","0a/3w/3r/2p","2025-03-24","https://www.thegradcafe.com/result/981907","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4125,"Morgan State University, English","3.95 MA GPA. Already accepted elsewhere, but nice to be wanted lol. 2a/2w/17r/2p","2025-03-24","https://www.thegradcafe.com/result/981906","Accepted on 24 Mar","Fall 2025","American","3.67",NULL,NULL,NULL,"PhD"
4126,"Claremont Graduate University, Positive Developmental Psychology","NA","2025-03-24","https://www.thegradcafe.com/result/981905","Accepted on 24 Mar","Fall 2025","American","3.89",NULL,NULL,NULL,"PhD"
4127,"University of Toronto, Public Health","NA","2025-03-24","https://www.thegradcafe.com/result/981904","Accepted on 24 Mar","Fall 2025","International","3.84",NULL,NULL,NULL,"Masters"
